epoch,accuracy,loss,lr,top3,val_accuracy,val_loss,val_top3
0,0.40795233845710754,2.4046807289123535,0.0008,0.7036721706390381,0.6170212626457214,1.5632673501968384,0.8915579915046692
1,0.599586546421051,1.5195879936218262,0.0008,0.8767023086547852,0.6932051777839661,1.3028054237365723,0.9361701607704163
2,0.6583171486854553,1.2800512313842773,0.0008,0.9219357967376709,0.728208601474762,1.2121424674987793,0.9547014236450195
3,0.7000243067741394,1.1741818189620972,0.0008,0.9426069855690002,0.7584076523780823,1.1548912525177002,0.9622511863708496
4,0.732125461101532,1.0710912942886353,0.0008,0.9536721706390381,0.7693891525268555,1.1048102378845215,0.961564838886261
5,0.7565661668777466,0.9975836277008057,0.0008,0.9657101035118103,0.795470118522644,1.0380795001983643,0.965682864189148
6,0.7774805426597595,0.942290723323822,0.0008,0.9697227478027344,0.8043925762176514,1.0097036361694336,0.9691146016120911
7,0.7863569855690002,0.888943612575531,0.0008,0.9742217659950256,0.8023335337638855,1.0024902820587158,0.965682864189148
8,0.798638105392456,0.8634677529335022,0.0008,0.9779912233352661,0.8126286864280701,0.9675281643867493,0.9718599319458008
9,0.8127431869506836,0.8098305463790894,0.0008,0.981517493724823,0.8160603642463684,0.9361340999603271,0.9759780168533325
10,0.8135943412780762,0.7902008891105652,0.0008,0.9833414554595947,0.8222374320030212,0.9279170036315918,0.9691146016120911
11,0.8232004046440125,0.7714239954948425,0.0008,0.9852869510650635,0.8188057541847229,0.8888124227523804,0.9711736440658569
12,0.8323200345039368,0.7305180430412292,0.0008,0.9844357967376709,0.8277282118797302,0.8659550547599792,0.9691146016120911
13,0.8348735570907593,0.7279787063598633,0.0008,0.9848005771636963,0.8311598896980286,0.8375093340873718,0.9766643643379211
14,0.8463035225868225,0.699485182762146,0.0008,0.9883268475532532,0.8339052796363831,0.8085809350013733,0.9739189743995667
15,0.8456954956054688,0.694268524646759,0.0008,0.9879620671272278,0.8503774404525757,0.7887318730354309,0.9780370593070984
16,0.84375,0.6901599764823914,0.0008,0.9877188801765442,0.8366506099700928,0.8289814591407776,0.9704872965812683
17,0.8511673212051392,0.6696438193321228,0.0008,0.9920963048934937,0.8373369574546814,0.8085708022117615,0.9752916693687439
18,0.854693591594696,0.6536555290222168,0.0008,0.9911235570907593,0.8373369574546814,0.8210687041282654,0.9746053218841553
19,0.8579766750335693,0.6510176062583923,0.0008,0.9900291562080383,0.8387096524238586,0.8064488172531128,0.9794096946716309
20,0.8525048494338989,0.6517011523246765,0.0008,0.9906371831893921,0.8359642624855042,0.8091537952423096,0.9794096946716309
21,0.8751215934753418,0.5951852202415466,0.0004,0.9920963048934937,0.8517501354217529,0.7448509931564331,0.9780370593070984
22,0.8837548494338989,0.5477361679077148,0.0004,0.994771420955658,0.8421413898468018,0.7377389669418335,0.9780370593070984
23,0.8911721706390381,0.5205525755882263,0.0004,0.9958657622337341,0.8442003726959229,0.7214422225952148,0.9814687371253967
24,0.8910505771636963,0.5017458200454712,0.0004,0.9940418004989624,0.8483184576034546,0.6928737759590149,0.9773507118225098
25,0.8916585445404053,0.4895031154155731,0.0004,0.9958657622337341,0.8517501354217529,0.6574639678001404,0.982841432094574
26,0.8984678983688354,0.4609605669975281,0.0004,0.9957441687583923,0.8496911525726318,0.6532983183860779,0.9780370593070984
27,0.8898346424102783,0.45648449659347534,0.0004,0.9950146079063416,0.8496911525726318,0.6785282492637634,0.9807823896408081
28,0.9033316969871521,0.4370769262313843,0.0004,0.9959873557090759,0.8503774404525757,0.6367272734642029,0.978723406791687
29,0.899927020072937,0.4329149127006531,0.0004,0.9950146079063416,0.847632110118866,0.640658438205719,0.9794096946716309
30,0.8973735570907593,0.4239117503166199,0.0004,0.9965953230857849,0.855181872844696,0.6252844333648682,0.9821550846099854
31,0.8966439962387085,0.41758567094802856,0.0004,0.9948930144309998,0.8558682203292847,0.6111199259757996,0.9807823896408081
32,0.899927020072937,0.41133275628089905,0.0004,0.9967169165611267,0.8462594151496887,0.6142655611038208,0.9800960421562195
33,0.901021420955658,0.39992663264274597,0.0004,0.9961089491844177,0.8524364829063416,0.6065430641174316,0.9780370593070984
34,0.8989542722702026,0.4027661085128784,0.0004,0.9967169165611267,0.8517501354217529,0.6028169393539429,0.9807823896408081
35,0.9029669165611267,0.3912580907344818,0.0004,0.9964737296104431,0.8414550423622131,0.6532027721405029,0.9746053218841553
36,0.8971303701400757,0.39866313338279724,0.0004,0.9961089491844177,0.8455730676651001,0.6157482862472534,0.978723406791687
37,0.9030885100364685,0.3881661295890808,0.0004,0.9962305426597595,0.8462594151496887,0.6013135313987732,0.9842141270637512
38,0.900413453578949,0.39048123359680176,0.0004,0.9975680708885193,0.83802330493927,0.6173336505889893,0.9780370593070984
39,0.9026021361351013,0.3858354389667511,0.0004,0.9964737296104431,0.8462594151496887,0.6050901412963867,0.9800960421562195
40,0.8959143757820129,0.39743638038635254,0.0004,0.9963521361351013,0.8538091778755188,0.5811216235160828,0.982841432094574
41,0.9016293883323669,0.38246068358421326,0.0004,0.9972032904624939,0.8538091778755188,0.5897988080978394,0.9835277795791626
42,0.901021420955658,0.38588419556617737,0.0004,0.9963521361351013,0.8544955253601074,0.6171818971633911,0.9752916693687439
43,0.8995622396469116,0.3850824534893036,0.0004,0.9959873557090759,0.8538091778755188,0.605678379535675,0.9794096946716309
