epoch,accuracy,auc,loss,lr,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
20,0.9729545712471008,0.996877133846283,0.14664840698242188,0.0005,0.9569620490074158,0.9756237268447876,0.966356098651886,0.9957314729690552,0.15343627333641052,0.937578022480011,0.980417788028717
21,0.9752272963523865,0.9974710941314697,0.13300079107284546,0.0005,0.9572028517723083,0.9813593029975891,0.9694617390632629,0.9950433373451233,0.14976312220096588,0.943538248538971,0.9817232489585876
22,0.9765909314155579,0.9976067543029785,0.1261681169271469,0.0005,0.9609441161155701,0.9807857275009155,0.9710144996643066,0.9952768087387085,0.14079250395298004,0.9528061151504517,0.9751958250999451
23,0.9773863554000854,0.9979843497276306,0.11755343526601791,0.0005,0.9633595943450928,0.9802121520042419,0.9720497131347656,0.9950070977210999,0.14052334427833557,0.9494949579238892,0.9817232489585876
24,0.9797727465629578,0.9975161552429199,0.11566008627414703,0.0005,0.9654008746147156,0.9842270612716675,0.9704968929290771,0.9948313236236572,0.13650265336036682,0.9493029117584229,0.977806806564331
25,0.9796590805053711,0.9980681538581848,0.11010725796222687,0.0005,0.964867889881134,0.9845138788223267,0.9694617390632629,0.9950669407844543,0.13376939296722412,0.9491740465164185,0.9751958250999451
26,0.9777272939682007,0.9976198077201843,0.11200068145990372,0.0005,0.9620892405509949,0.9825063943862915,0.967391312122345,0.9945961236953735,0.13816137611865997,0.9388264417648315,0.9817232489585876
27,0.9800000190734863,0.9976471662521362,0.1095629632472992,0.0005,0.965944230556488,0.9842270612716675,0.9725673198699951,0.9951307773590088,0.1310821920633316,0.950695276260376,0.9817232489585876
28,0.9779545664787292,0.9975119829177856,0.11092925816774368,0.0005,0.962890088558197,0.9822196364402771,0.9710144996643066,0.9954023361206055,0.1308814138174057,0.949367105960846,0.9791122674942017
29,0.9778409004211426,0.9974852800369263,0.10973957180976868,0.0005,0.9613229036331177,0.9836535453796387,0.9704968929290771,0.994659960269928,0.13149307668209076,0.9493029117584229,0.977806806564331
30,0.9780681729316711,0.9980007410049438,0.10706315189599991,0.0005,0.9629004597663879,0.9825063943862915,0.9720497131347656,0.9951341152191162,0.13118156790733337,0.9494949579238892,0.9817232489585876
31,0.9801136255264282,0.9981215596199036,0.10448082536458969,0.0005,0.9664788246154785,0.9839403033256531,0.9710144996643066,0.9950786232948303,0.13099722564220428,0.9482322931289673,0.980417788028717
32,0.9780681729316711,0.9976966977119446,0.10737577080726624,0.0005,0.9631608724594116,0.9822196364402771,0.9699792861938477,0.9950887560844421,0.13348126411437988,0.9402984976768494,0.9869452118873596
