epoch,accuracy,auc,loss,lr,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.9030681848526001,0.9673358201980591,0.6101517677307129,0.001,0.8572978973388672,0.9062230587005615,0.9580745697021484,0.9894958138465881,0.42885327339172363,0.9351969361305237,0.9608355164527893
1,0.9389773011207581,0.9837707281112671,0.4124721884727478,0.001,0.9079092741012573,0.9414969682693481,0.9616977572441101,0.9920607805252075,0.3196587860584259,0.9402035474777222,0.9647519588470459
2,0.9507954716682434,0.9894193410873413,0.3101097643375397,0.001,0.9265362620353699,0.9512474536895752,0.967391312122345,0.992717981338501,0.26182448863983154,0.9500640630722046,0.9686684012413025
3,0.9538636207580566,0.9910314083099365,0.2589428126811981,0.001,0.9268496036529541,0.9592772722244263,0.9658385515213013,0.9925477504730225,0.23493193089962006,0.9441624283790588,0.9712793827056885
4,0.9548863768577576,0.9916788339614868,0.23294517397880554,0.001,0.9303621649742126,0.9578433632850647,0.967391312122345,0.9940313100814819,0.20867201685905457,0.9489144086837769,0.9699739217758179
5,0.959886372089386,0.9928885698318481,0.21409936249256134,0.001,0.9350360631942749,0.9658731818199158,0.967391312122345,0.9932256937026978,0.2046244591474533,0.9535484313964844,0.9647519588470459
6,0.9609090685844421,0.9921169281005859,0.20984329283237457,0.001,0.9381098747253418,0.9650128483772278,0.9637681245803833,0.9926055073738098,0.20334285497665405,0.9461538791656494,0.9634464979171753
7,0.9618181586265564,0.9936166405677795,0.19661371409893036,0.001,0.9367896318435669,0.9690277576446533,0.9668737053871155,0.9936578273773193,0.19314001500606537,0.9523196220397949,0.9647519588470459
8,0.9637500047683716,0.9932313561439514,0.1950761079788208,0.001,0.9409799575805664,0.9693145751953125,0.967391312122345,0.9937597513198853,0.18944455683231354,0.9489144086837769,0.9699739217758179
9,0.9639772772789001,0.9941056966781616,0.1884944587945938,0.001,0.9424901604652405,0.9681674242019653,0.9642857313156128,0.9935375452041626,0.18935228884220123,0.9473684430122375,0.9634464979171753
10,0.9653409123420715,0.9939460754394531,0.18610043823719025,0.001,0.9466592073440552,0.9670203328132629,0.968426525592804,0.9937738180160522,0.18622812628746033,0.9501915574073792,0.9712793827056885
11,0.9648863673210144,0.9937577247619629,0.18503212928771973,0.001,0.9436068534851074,0.9693145751953125,0.9689441323280334,0.9941516518592834,0.18467889726161957,0.9457070827484131,0.977806806564331
12,0.9655681848526001,0.9944189786911011,0.1822933852672577,0.001,0.9434540867805481,0.9713220000267029,0.9648033380508423,0.9934719800949097,0.1921337991952896,0.9351621270179749,0.9791122674942017
13,0.9628409147262573,0.9939569234848022,0.1850784420967102,0.001,0.9379157423973083,0.9704616665840149,0.9694617390632629,0.9940341114997864,0.18205063045024872,0.954954981803894,0.9686684012413025
14,0.9644318222999573,0.9940348267555237,0.18271353840827942,0.001,0.9425544142723083,0.9693145751953125,0.9658385515213013,0.9929648637771606,0.19052636623382568,0.9593175649642944,0.9543080925941467
15,0.9694318175315857,0.9952163100242615,0.17276796698570251,0.001,0.9481894373893738,0.9761972427368164,0.966356098651886,0.9938969612121582,0.18314054608345032,0.9408804774284363,0.9765013456344604
16,0.9684091210365295,0.9953444600105286,0.1698848307132721,0.001,0.9475592374801636,0.974189817905426,0.9668737053871155,0.9934400320053101,0.18145139515399933,0.9523196220397949,0.9647519588470459
17,0.9668182134628296,0.9940131306648254,0.1783669888973236,0.001,0.9471032023429871,0.9704616665840149,0.9658385515213013,0.9935487508773804,0.1843651384115219,0.9430379867553711,0.9725848436355591
18,0.9648863673210144,0.993368923664093,0.1820318102836609,0.001,0.9455973505973816,0.9670203328132629,0.967391312122345,0.9942059516906738,0.17751947045326233,0.9421383738517761,0.977806806564331
19,0.966590940952301,0.9947344064712524,0.176800936460495,0.001,0.9470736384391785,0.9698880910873413,0.9704968929290771,0.994562566280365,0.17490655183792114,0.9527458548545837,0.9738903641700745
20,0.9710227251052856,0.9953542947769165,0.16824018955230713,0.001,0.9526610970497131,0.9753369092941284,0.9653209447860718,0.9939875602722168,0.18038585782051086,0.9440914392471313,0.9699739217758179
21,0.9690909385681152,0.9953435659408569,0.16709770262241364,0.001,0.949398934841156,0.9739030003547668,0.9658385515213013,0.9938526749610901,0.17835812270641327,0.9475703239440918,0.9673629403114319
22,0.9664772748947144,0.9943872094154358,0.1736544966697693,0.001,0.9463087320327759,0.9704616665840149,0.967391312122345,0.9947870373725891,0.17684562504291534,0.9388264417648315,0.9817232489585876
23,0.9679545760154724,0.9956137537956238,0.16782544553279877,0.001,0.9490053057670593,0.9713220000267029,0.966356098651886,0.9944478273391724,0.18219533562660217,0.9408804774284363,0.9765013456344604
24,0.9669318199157715,0.9950535297393799,0.1713823825120926,0.001,0.944629967212677,0.9736162424087524,0.9658385515213013,0.9935621619224548,0.18239741027355194,0.9487179517745972,0.9660574793815613
25,0.9759091138839722,0.9969831705093384,0.1485743224620819,0.0005,0.9634871482849121,0.9761972427368164,0.9699792861938477,0.9937542080879211,0.16887933015823364,0.9515305757522583,0.9738903641700745
26,0.9767045378684998,0.9972769618034363,0.1360456347465515,0.0005,0.9604377746582031,0.9816460609436035,0.9699792861938477,0.9945115447044373,0.15827085077762604,0.9503816962242126,0.9751958250999451
27,0.9748863577842712,0.9970895051956177,0.1336512565612793,0.0005,0.9589657187461853,0.978491485118866,0.9668737053871155,0.994296133518219,0.15738102793693542,0.9420655369758606,0.9765013456344604
28,0.9757954478263855,0.9974783658981323,0.12490245699882507,0.0005,0.9595733284950256,0.9802121520042419,0.9694617390632629,0.9949163198471069,0.14888861775398254,0.948035478591919,0.9765013456344604
29,0.9789772629737854,0.9973238110542297,0.12257713824510574,0.0005,0.965070366859436,0.9825063943862915,0.9715321063995361,0.9951408505439758,0.1435564160346985,0.9505703449249268,0.9791122674942017
30,0.9785227179527283,0.9973421692848206,0.11973415315151215,0.0005,0.964506983757019,0.9819328784942627,0.9694617390632629,0.9948127269744873,0.1458750069141388,0.9457755088806152,0.9791122674942017
31,0.9748863577842712,0.9974291920661926,0.1206379160284996,0.0005,0.9589657187461853,0.978491485118866,0.9725673198699951,0.9950008392333984,0.14015333354473114,0.9553000926971436,0.9765013456344604
32,0.9755681753158569,0.9975191950798035,0.11782613396644592,0.0005,0.9611048102378845,0.9779179096221924,0.967391312122345,0.9945843815803528,0.14774344861507416,0.944374144077301,0.9751958250999451
33,0.9796590805053711,0.9977543354034424,0.112324558198452,0.0005,0.9653910994529724,0.9839403033256531,0.9704968929290771,0.9944947957992554,0.14483582973480225,0.9481668472290039,0.9791122674942017
34,0.9804545640945435,0.9982802271842957,0.10726473480463028,0.0005,0.9654591083526611,0.9859477877616882,0.9710144996643066,0.9951727390289307,0.13804221153259277,0.9516539573669434,0.9765013456344604
35,0.9764772653579712,0.9977576732635498,0.11303255707025528,0.0005,0.9609330892562866,0.9804989695549011,0.9725673198699951,0.9951526522636414,0.13766717910766602,0.9553000926971436,0.9765013456344604
36,0.9777272939682007,0.9974373579025269,0.1148918867111206,0.0005,0.9660152792930603,0.9782047271728516,0.9694617390632629,0.9943676590919495,0.14695751667022705,0.9457755088806152,0.9791122674942017
37,0.9773863554000854,0.9969819188117981,0.11640186607837677,0.0005,0.9630985260009766,0.9804989695549011,0.9710144996643066,0.9950036406517029,0.13746081292629242,0.9634464979171753,0.9634464979171753
38,0.9800000190734863,0.9974238276481628,0.10984423011541367,0.0005,0.9677874445915222,0.9822196364402771,0.9699792861938477,0.9942076206207275,0.14247386157512665,0.9561856389045715,0.9686684012413025
39,0.9782954454421997,0.9975002408027649,0.10990899056196213,0.0005,0.9647490382194519,0.9810724854469299,0.9694617390632629,0.9947881698608398,0.13969138264656067,0.9469025731086731,0.977806806564331
40,0.9804545640945435,0.9981614351272583,0.1053432747721672,0.0005,0.9680881500244141,0.9830799698829651,0.9694617390632629,0.9943240284919739,0.14228716492652893,0.943538248538971,0.9817232489585876
41,0.9780681729316711,0.997474730014801,0.11009382456541061,0.0005,0.9629004597663879,0.9825063943862915,0.9699792861938477,0.9951010942459106,0.1371055245399475,0.9458438754081726,0.980417788028717
42,0.9782954454421997,0.9972428679466248,0.1124771237373352,0.0005,0.9673851132392883,0.9782047271728516,0.9694617390632629,0.9943458437919617,0.1428019106388092,0.9514687061309814,0.9725848436355591
43,0.9790909290313721,0.9979090690612793,0.10668628662824631,0.0005,0.9650802612304688,0.9827932119369507,0.9668737053871155,0.9947115182876587,0.14245951175689697,0.9398496150970459,0.9791122674942017
44,0.9775000214576721,0.9975236058235168,0.10741355270147324,0.0005,0.962327778339386,0.9816460609436035,0.9694617390632629,0.9949499368667603,0.13851076364517212,0.9491740465164185,0.9751958250999451
45,0.9778409004211426,0.9978362321853638,0.10801588743925095,0.0005,0.9639232754707336,0.9807857275009155,0.9679089188575745,0.9946756362915039,0.13821634650230408,0.9467005133628845,0.9738903641700745
46,0.9794318079948425,0.9978381991386414,0.10657990723848343,0.0005,0.9680067896842957,0.9804989695549011,0.9710144996643066,0.9949173927307129,0.13907736539840698,0.9482322931289673,0.980417788028717
